Final5k,Final10k,FinalHalf,FinalFull,MPH5K,MPH10K,MPHHalf,MPHFull
0 : 24 : 13,0 : 52 : 23,1 : 59 : 14,4 : 27 : 19,7.680660701995872,7.101495386573338,6.592116298574224,5.880665876924995
0 : 33 : 50,1 : 10 : 22,3 : 27 : 19,4 : 44 : 22,5.497536945812808,5.286594031264804,3.7913015515716695,5.528074082757003
0 : 29 : 52,1 : 04 : 26,2 : 22 : 19,5 : 6 : 31,6.227678571428572,5.773409208484222,5.522894952570558,5.12859550867272
0 : 51 : 30,1 : 14 : 08,2 : 42 : 48,5 : 40 : 14,3.6116504854368934,5.017985611510791,4.828009828009828,4.62035857744685
0 : 39 : 46,1 : 32 : 52,2 : 47 : 28,6 : 20 : 59,4.677284157585918,4.005743000717875,4.693471337579617,4.1261647491141344
0 : 22 : 34,0 : 46 : 51,1 : 48 : 53,3 : 57 : 35,8.242245199409158,7.940234791889007,7.218735649778049,6.616625745352507
0 : 48 : 16,1 : 42 : 16,2 : 56 : 45,5 : 58 : 27,3.853591160220995,3.6375488917861802,4.446958981612447,4.3855488910587255
1 : 02 : 38,1 : 42 : 45,3 : 31 : 36,6 : 57 : 21,2.969664715274082,3.62043795620438,3.7145557655954633,3.766622738708518
0 : 37 : 47,1 : 17 : 43,3 : 19 : 11,6 : 43 : 50,4.922805469783856,4.786618057044821,3.946113295958497,3.8926950061906727
0 : 31 : 32,1 : 07 : 03,2 : 31 : 16,5 : 47 : 24,5.898520084566597,5.5480984340044746,5.196121639488761,4.525043177892918
0 : 45 : 15,1 : 31 : 53,3 : 5 : 56,6 : 25 : 12,4.110497237569061,4.048612370760022,4.227321620652564,4.080996884735202
0 : 47 : 40,1 : 09 : 29,2 : 42 : 48,5 : 32 : 55,3.9020979020979025,5.353801870952267,4.828009828009828,4.721902377972465
0 : 43 : 21,1 : 27 : 24,3 : 5 : 31,5 : 19 : 21,4.290657439446367,4.25629290617849,4.236816099182463,4.922498825739783
1 : 17 : 25,1 : 05 : 56,2 : 51 : 45,6 : 6 : 3,2.402583423035522,5.6420626895854395,4.576419213973799,4.294495287529026
0 : 24 : 33,0 : 49 : 15,1 : 51 : 52,4 : 24 : 33,7.576374745417516,7.553299492385787,7.0262216924910605,5.942165942165942
1 : 03 : 43,1 : 39 : 31,3 : 24 : 4,6 : 54 : 58,2.919173424012555,3.73806732540613,3.851682456713492,3.7882560848260907
0 : 25 : 05,0 : 51 : 16,2 : 17 : 53,4 : 25 : 17,7.415282392026579,7.2561768530559165,5.70047141303034,5.925739775083244
0 : 26 : 01,0 : 53 : 46,2 : 11 : 57,4 : 28 : 41,7.14926329276105,6.918784872907626,5.956801818870785,5.850753675330314
0 : 22 : 44,0 : 47 : 49,1 : 40 : 56,6 : 0 : 36,8.181818181818182,7.7797141861275705,7.787318361955085,4.359400998336106
0 : 26 : 00,0 : 53 : 47,2 : 11 : 56,4 : 28 : 42,7.153846153846154,6.916640842888132,5.95755432036382,5.850390770375884
0 : 51 : 52,1 : 48 : 54,3 : 43 : 1,7 : 18 : 11,3.5861182519280206,3.4159779614325068,3.524400269038188,3.587539462173367
0 : 29 : 25,0 : 59 : 42,2 : 18 : 24,5 : 12 : 31,6.3229461756373935,6.231155778894473,5.679190751445087,5.03013172630793
0 : 37 : 37,1 : 22 : 11,3 : 11 : 4,6 : 54 : 5,4.944616747895437,4.526465220036504,4.113747383112352,3.796337291205474
1 : 00 : 55,1 : 44 : 54,3 : 38 : 0,7 : 6 : 58,3.0533515731874146,3.546234509056244,3.6055045871559632,3.6817862440471547
0 : 26 : 29,0 : 49 : 35,1 : 48 : 49,3 : 50 : 20,7.023285084959094,7.502521008403361,7.223158217184867,6.8248914616497824
0 : 30 : 44,0 : 58 : 30,2 : 13 : 52,4 : 46 : 9,6.052060737527115,6.3589743589743595,5.871513944223107,5.49362222610519
0 : 28 : 24,0 : 54 : 41,1 : 58 : 36,4 : 45 : 5,6.549295774647888,6.80280402316367,6.6273187183811135,5.514177141186788
0 : 43 : 56,1 : 34 : 10,3 : 2 : 12,6 : 58 : 47,4.2336874051593325,3.9504424778761065,4.313940724478595,3.7537310462848725
0 : 35 : 18,1 : 20 : 55,2 : 52 : 50,6 : 27 : 13,5.269121813031163,4.597322348094748,4.547733847637415,4.059742607497956
1 : 01 : 11,2 : 00 : 07,2 : 49 : 2,6 : 12 : 49,3.0400435848542635,3.0969890384348555,4.649970420035496,4.216549689302159
0 : 27 : 54,1 : 02 : 18,2 : 15 : 59,4 : 48 : 35,6.666666666666667,5.971107544141252,5.780120112758917,5.447300028876697
1 : 34 : 18,1 : 11 : 10,2 : 42 : 2,5 : 0 : 9,1.9724284199363735,5.227166276346605,4.85085373379963,5.237381309345328
0 : 30 : 40,1 : 05 : 11,2 : 26 : 53,5 : 42 : 11,6.065217391304347,5.70698031194068,5.351185748326336,4.594028542204471
0 : 45 : 26,1 : 25 : 43,2 : 55 : 59,6 : 25 : 21,4.09391049156273,4.339879447793117,4.466332039018846,4.079408330089529
0 : 37 : 43,1 : 11 : 23,2 : 38 : 56,5 : 52 : 44,4.931506849315069,5.2113004903105296,4.945469798657718,4.456624456624456
0 : 37 : 42,1 : 11 : 23,2 : 38 : 56,5 : 52 : 45,4.933687002652519,5.2113004903105296,4.945469798657718,4.456413890857548
0 : 56 : 21,1 : 45 : 29,3 : 34 : 2,7 : 5 : 18,3.3007985803016857,3.5266234792226263,3.6723251829933035,3.6962144368680927
0 : 23 : 26,0 : 44 : 33,1 : 44 : 59,3 : 38 : 20,7.9374110953058326,8.350168350168351,7.4869026829655505,7.2
0 : 26 : 58,0 : 54 : 30,2 : 0 : 25,4 : 50 : 0,6.897404202719407,6.825688073394495,6.527335640138407,5.420689655172414
0 : 34 : 35,1 : 09 : 40,2 : 28 : 13,5 : 7 : 57,5.378313253012048,5.339712918660287,5.303047340604969,5.104724792985875
0 : 36 : 53,1 : 26 : 37,3 : 11 : 27,6 : 25 : 9,5.042928151830096,4.294785453146046,4.105510577174197,4.081526677917695
0 : 27 : 04,0 : 53 : 45,1 : 59 : 47,4 : 57 : 19,6.87192118226601,6.920930232558139,6.561847780715181,5.287291888558776
0 : 53 : 39,1 : 38 : 41,3 : 1 : 41,6 : 48 : 18,3.4669151910531224,3.769633507853403,4.3262086047151636,3.8501102130786182
0 : 38 : 18,1 : 06 : 40,2 : 39 : 42,5 : 41 : 49,4.856396866840732,5.58,4.921728240450845,4.598956555658492
0 : 53 : 40,1 : 38 : 42,3 : 1 : 41,6 : 48 : 18,3.4658385093167707,3.768996960486322,4.3262086047151636,3.8501102130786182
0 : 30 : 50,0 : 53 : 49,2 : 1 : 0,4 : 24 : 43,6.032432432432433,6.912356766800866,6.4958677685950414,5.938424730844299
0 : 53 : 48,1 : 35 : 22,3 : 24 : 33,7 : 0 : 47,3.4572490706319705,3.900734009087732,3.842581275971645,3.7358894126034774
0 : 40 : 11,1 : 21 : 51,3 : 32 : 27,6 : 31 : 56,4.628784736623808,4.544899205864387,3.699694045657802,4.010886205136928
0 : 29 : 45,0 : 58 : 32,2 : 20 : 56,4 : 51 : 49,6.2521008403361344,6.355353075170843,5.577105014191107,5.386943857444742
0 : 43 : 50,1 : 28 : 04,3 : 18 : 28,6 : 46 : 18,4.243346007604562,4.224072672218017,3.9603627813234796,3.8690622692591683
0 : 43 : 50,1 : 28 : 06,3 : 18 : 30,6 : 46 : 19,4.243346007604562,4.222474460839955,3.959697732997481,3.8689035645432543
1 : 26 : 31,1 : 23 : 07,2 : 56 : 11,5 : 26 : 8,2.1498747832787517,4.4756366553037905,4.461261943051745,4.82011447260834
0 : 22 : 08,0 : 48 : 36,1 : 51 : 9,3 : 56 : 3,8.403614457831326,7.65432098765432,7.071524966261808,6.659606015674645
1 : 32 : 49,0 : 49 : 40,2 : 35 : 38,4 : 31 : 42,2.0039504399353563,7.489932885906041,5.0503319768687085,5.785793154214207
0 : 42 : 57,1 : 40 : 18,2 : 55 : 20,6 : 3 : 1,4.330616996507566,3.7088733798604188,4.482889733840303,4.3303796887195265
0 : 39 : 37,0 : 59 : 46,2 : 3 : 43,4 : 27 : 59,4.694993689524611,6.224205242610151,6.353226458305268,5.866036445052552
0 : 42 : 33,1 : 37 : 08,3 : 10 : 11,6 : 24 : 6,4.371327849588719,3.829787234042553,4.132854263430024,4.092684196823743
0 : 56 : 17,1 : 47 : 03,3 : 33 : 20,7 : 3 : 17,3.304708320994966,3.4750116767865484,3.6843749999999997,3.713824467456786
0 : 48 : 36,1 : 37 : 06,3 : 27 : 36,6 : 40 : 41,3.82716049382716,3.8311019567456235,3.786127167630058,3.9232976997629048
0 : 48 : 35,1 : 37 : 06,3 : 27 : 36,6 : 40 : 41,3.828473413379074,3.8311019567456235,3.786127167630058,3.9232976997629048
0 : 49 : 34,1 : 48 : 25,2 : 54 : 2,6 : 4 : 18,3.7525218560860796,3.431206764027671,4.516376173146907,4.3151248970628595
0 : 48 : 27,1 : 50 : 46,2 : 20 : 28,4 : 52 : 49,3.8390092879256965,3.3584110743304247,5.59563360227812,5.368546872331948
0 : 49 : 48,1 : 35 : 55,3 : 14 : 57,5 : 55 : 24,3.734939759036145,3.878366637706342,4.03180302641703,4.423185143500282
0 : 31 : 34,1 : 02 : 31,2 : 23 : 51,4 : 46 : 22,5.892291446673707,5.9504132231404965,5.464025026068821,5.489465719939472
1 : 06 : 49,1 : 51 : 49,3 : 42 : 36,6 : 40 : 36,2.7837365926665005,3.326874347890893,3.5309973045822103,3.9241138292561155
0 : 32 : 06,1 : 06 : 50,3 : 0 : 55,5 : 53 : 16,5.794392523364486,5.566084788029927,4.344541685859052,4.449896206831478
0 : 32 : 06,1 : 06 : 49,3 : 0 : 55,5 : 53 : 16,5.794392523364486,5.567473185333001,4.344541685859052,4.449896206831478
0 : 40 : 28,1 : 24 : 28,3 : 12 : 36,6 : 53 : 20,4.596375617792422,4.404104183109708,4.080996884735202,3.803225806451613
0 : 35 : 42,1 : 10 : 08,2 : 31 : 8,5 : 23 : 51,5.210084033613445,5.3041825095057025,5.200705778561977,4.854099119962946
0 : 29 : 42,0 : 59 : 45,2 : 20 : 11,4 : 26 : 43,6.262626262626263,6.2259414225941425,5.606943288550707,5.893894894707243
0 : 30 : 40,0 : 58 : 08,2 : 12 : 16,4 : 49 : 12,6.065217391304347,6.39908256880734,5.942540322580644,5.435684647302905
0 : 27 : 41,1 : 01 : 16,2 : 26 : 48,5 : 3 : 50,6.718844069837448,6.071817192600653,5.354223433242506,5.173889193636863
0 : 33 : 40,1 : 17 : 01,2 : 49 : 39,5 : 9 : 19,5.524752475247525,4.830123349924259,4.633068081343943,5.082170375559028
1 : 07 : 59,2 : 07 : 15,3 : 32 : 58,6 : 53 : 40,2.7359646972297136,2.9233791748526525,3.690718422288308,3.8001611603545524
0 : 43 : 22,1 : 16 : 54,3 : 21 : 9,6 : 0 : 34,4.2890084550345895,4.837451235370611,3.9075316927665917,4.359804012203014
0 : 40 : 44,1 : 28 : 04,2 : 55 : 58,6 : 4 : 26,4.566284779050736,4.224072672218017,4.466755067247584,4.313546144699534
0 : 31 : 07,1 : 20 : 30,2 : 11 : 57,4 : 33 : 8,5.977504017139796,4.621118012422361,5.956801818870785,5.755430803026605
1 : 10 : 12,1 : 40 : 21,3 : 30 : 37,6 : 47 : 9,2.6495726495726495,3.7070254110612857,3.731898393606077,3.860984895001842
1 : 10 : 14,1 : 40 : 26,3 : 30 : 36,6 : 47 : 8,2.648315140009492,3.7039495519415864,3.7321937321937324,3.861142950712297
0 : 24 : 49,1 : 36 : 11,2 : 3 : 39,6 : 12 : 10,7.494963062458026,3.8676139317276035,6.356651839870602,4.2239140170174645
0 : 30 : 44,1 : 14 : 43,2 : 50 : 59,6 : 3 : 19,6.052060737527115,4.978808833370511,4.59693927283361,4.326803981834029
0 : 33 : 37,1 : 06 : 21,2 : 27 : 21,5 : 54 : 19,5.532969757064948,5.606631499623211,5.334238208347473,4.4367091584740574
0 : 33 : 09,1 : 04 : 29,2 : 19 : 19,5 : 4 : 6,5.610859728506788,5.768932540708194,5.641823184591458,5.169352186780664
0 : 25 : 12,0 : 57 : 23,1 : 57 : 43,3 : 59 : 20,7.380952380952381,6.4827185593958765,6.677049412430978,6.568245125348189
0 : 43 : 19,1 : 21 : 38,2 : 51 : 20,4 : 56 : 16,4.293959215082724,4.556962025316455,4.587548638132295,5.3060306030603055
0 : 34 : 12,1 : 12 : 12,2 : 39 : 16,5 : 36 : 41,5.438596491228069,5.152354570637119,4.935119296776894,4.66907578832731
0 : 44 : 34,1 : 04 : 58,2 : 51 : 20,6 : 23 : 9,4.173522812266268,5.726013340174449,4.587548638132295,4.102831789116534
0 : 56 : 57,1 : 13 : 31,2 : 43 : 1,5 : 20 : 52,3.2660228270412643,5.060077080027205,4.821592884163173,4.899231248701433
0 : 19 : 03,0 : 38 : 32,1 : 26 : 56,3 : 31 : 14,9.763779527559056,9.653979238754326,9.041411042944786,7.442007258955342
0 : 56 : 56,1 : 13 : 30,2 : 43 : 1,5 : 20 : 52,3.266978922716628,5.061224489795918,4.821592884163173,4.899231248701433
0 : 46 : 27,1 : 02 : 59,2 : 6 : 17,4 : 40 : 21,4.0043057050592035,5.906324424450913,6.224099247723373,5.607276618512573
0 : 48 : 52,1 : 36 : 15,3 : 20 : 59,6 : 19 : 17,3.806275579809004,3.864935064935065,3.9107720374823787,4.1446587863075095
0 : 47 : 05,1 : 38 : 01,3 : 4 : 16,6 : 47 : 57,3.9504424778761065,3.795272912769937,4.265557163531114,3.8534134085059444
0 : 51 : 19,1 : 55 : 41,3 : 50 : 14,5 : 28 : 23,3.624553426437155,3.2156749747874946,3.4139278992326627,4.787088260670964
0 : 50 : 19,0 : 58 : 22,2 : 6 : 12,4 : 58 : 39,3.6965882742630005,6.373500856653341,6.228209191759112,5.263686589653441
0 : 30 : 34,1 : 05 : 05,2 : 26 : 55,4 : 51 : 5,6.085059978189749,5.715749039692702,5.349971639251276,5.40051531634698
0 : 30 : 33,1 : 05 : 04,2 : 26 : 55,4 : 51 : 5,6.088379705400983,5.717213114754099,5.349971639251276,5.40051531634698
0 : 37 : 17,1 : 17 : 28,3 : 12 : 40,6 : 24 : 15,4.988824318283416,4.8020654044750435,4.079584775086506,4.091086532205595
0 : 19 : 44,0 : 42 : 25,1 : 39 : 55,3 : 29 : 21,9.425675675675675,8.770137524557958,7.866555462885738,7.50895629328875
0 : 37 : 17,1 : 17 : 28,3 : 12 : 41,6 : 24 : 16,4.988824318283416,4.8020654044750435,4.079231900354641,4.090909090909091
0 : 28 : 39,0 : 51 : 00,2 : 12 : 59,4 : 50 : 29,6.492146596858639,7.294117647058824,5.910515102143126,5.411670204831029
0 : 29 : 31,0 : 55 : 20,2 : 4 : 29,5 : 17 : 24,6.301524562394128,6.72289156626506,6.314098272861159,4.952741020793951
0 : 39 : 17,1 : 18 : 45,3 : 3 : 5,6 : 45 : 9,4.7348324140857025,4.723809523809524,4.293126991351843,3.880044427989634
0 : 38 : 17,1 : 12 : 34,2 : 37 : 33,5 : 40 : 29,4.858511101436657,5.126320624712909,4.988892415106315,4.616966077634734
0 : 38 : 17,1 : 12 : 35,2 : 37 : 33,5 : 40 : 30,4.858511101436657,5.1251435132032155,4.988892415106315,4.616740088105727
0 : 45 : 13,1 : 17 : 01,2 : 47 : 11,5 : 58 : 51,4.113527460375968,4.830123349924259,4.701425580699831,4.380660443082067
0 : 31 : 02,1 : 05 : 47,2 : 24 : 4,5 : 32 : 18,5.9935553168635876,5.654927793260705,5.455807496529384,4.730665061691243
0 : 43 : 07,1 : 13 : 03,2 : 39 : 2,6 : 10 : 40,4.313877077696174,5.092402464065708,4.942360092223852,4.241007194244604
0 : 23 : 01,0 : 48 : 25,1 : 45 : 19,3 : 39 : 53,8.081100651701666,7.68330464716007,7.463206203513214,7.149245812173122
0 : 33 : 21,0 : 59 : 07,2 : 26 : 50,4 : 49 : 18,5.577211394302848,6.29264166901607,5.353007945516458,5.433805737988247
0 : 32 : 58,1 : 01 : 49,2 : 10 : 20,4 : 22 : 41,5.6420626895854395,6.017794553788082,6.030690537084398,5.984391853308799
0 : 38 : 37,1 : 16 : 22,2 : 59 : 35,5 : 14 : 12,4.816573154941735,4.87123526844173,4.376798143851508,5.0031826861871425
0 : 52 : 56,1 : 28 : 01,2 : 39 : 4,5 : 13 : 51,3.5138539042821164,4.226472259041849,4.941324392288348,5.0087621475227015
1 : 06 : 19,1 : 42 : 54,3 : 41 : 23,7 : 1 : 34,2.804724805227444,3.6151603498542273,3.5504027704584806,3.7289475765003557
0 : 33 : 59,1 : 13 : 10,2 : 44 : 34,5 : 18 : 59,5.473271211378126,5.084282460136674,4.776179866315577,4.928157165996133
0 : 34 : 35,1 : 22 : 03,2 : 59 : 59,6 : 41 : 49,5.378313253012048,4.53382084095064,4.3670710250949165,3.9122319465759676
0 : 50 : 16,1 : 40 : 42,3 : 5 : 21,6 : 42 : 53,3.70026525198939,3.6941410129096326,4.24062584299973,3.901873991643569
0 : 31 : 56,0 : 59 : 25,2 : 11 : 50,4 : 49 : 31,5.824634655532359,6.260869565217392,5.962073324905183,5.429739220539981
0 : 48 : 53,1 : 30 : 40,3 : 13 : 50,6 : 36 : 30,3.8049778383907262,4.102941176470588,4.055030094582975,3.9646910466582597
0 : 55 : 35,1 : 43 : 39,2 : 58 : 13,5 : 39 : 54,3.346326836581709,3.5890014471780027,4.410361919012438,4.624889673433363
0 : 57 : 14,1 : 40 : 51,3 : 34 : 55,5 : 57 : 11,3.2498543972044263,3.6886465047099657,3.6572314850717333,4.4011012085297
0 : 55 : 17,1 : 46 : 16,3 : 41 : 33,7 : 8 : 6,3.3644859813084116,3.500627352572146,3.547731888964116,3.6720392431674838
0 : 55 : 17,1 : 46 : 16,3 : 41 : 32,7 : 8 : 7,3.3644859813084116,3.500627352572146,3.5479987962684323,3.671896289952116
0 : 29 : 09,1 : 02 : 45,3 : 2 : 35,4 : 56 : 56,6.380789022298457,5.9282868525896415,4.304883614787768,5.294117647058823
0 : 51 : 37,1 : 23 : 25,3 : 41 : 28,6 : 21 : 23,3.603487245721666,4.4595404595404595,3.5490668272125223,4.121837171699515
0 : 39 : 21,1 : 26 : 56,2 : 6 : 49,5 : 6 : 30,4.726810673443456,4.279141104294479,6.197923511630963,5.128874388254486
1 : 13 : 49,1 : 41 : 28,3 : 43 : 47,5 : 34 : 56,2.5197561526303907,3.6662286465177396,3.5123259104788858,4.693471337579617
0 : 39 : 05,1 : 20 : 46,2 : 53 : 6,6 : 31 : 58,4.759061833688699,4.605860503508048,4.540727902946274,4.0105451143804745
0 : 58 : 53,2 : 06 : 34,3 : 46 : 46,7 : 17 : 10,3.1587885649589587,2.9391624967079277,3.466117889166544,3.595882577201677
0 : 36 : 15,1 : 16 : 33,2 : 52 : 54,6 : 47 : 31,5.131034482758621,4.859568909209667,4.545980335454019,3.8575109402478427
0 : 48 : 48,1 : 34 : 07,3 : 27 : 54,7 : 7 : 11,3.811475409836066,3.952541172303879,3.7806637806637804,3.6799188482696734
0 : 29 : 34,1 : 00 : 06,2 : 11 : 36,4 : 17 : 0,6.29086809470124,6.189683860232945,5.972644376899696,6.116731517509727
0 : 47 : 19,1 : 37 : 52,3 : 29 : 0,7 : 31 : 46,3.9309616061993657,3.8010899182561313,3.7607655502392343,3.47967239725522
0 : 47 : 18,1 : 37 : 52,3 : 28 : 59,7 : 31 : 45,3.9323467230443976,3.8010899182561313,3.761065475715767,3.4798007747648034
0 : 59 : 28,1 : 52 : 57,3 : 40 : 26,7 : 1 : 49,3.1278026905829597,3.2934926958831343,3.5657039165280504,3.726737524200877
0 : 38 : 27,1 : 12 : 13,2 : 40 : 23,5 : 34 : 49,4.837451235370611,5.151165474267251,4.900758599189442,4.695106774851909
0 : 31 : 20,1 : 14 : 00,2 : 40 : 52,4 : 29 : 23,5.9361702127659575,5.027027027027027,4.88603398259428,5.835550331002907
0 : 34 : 41,1 : 11 : 53,2 : 45 : 29,6 : 9 : 59,5.362806343104277,5.175052167864595,4.749723033538121,4.248840037839542
0 : 36 : 48,1 : 05 : 00,2 : 26 : 52,4 : 59 : 28,5.054347826086957,5.723076923076924,5.351793009532455,5.2493321460374
0 : 48 : 53,1 : 38 : 21,3 : 4 : 18,6 : 19 : 47,3.8049778383907262,3.782409761057448,4.264785675529028,4.139202176679686
0 : 48 : 55,1 : 38 : 21,3 : 17 : 31,6 : 32 : 27,3.802385008517888,3.782409761057448,3.979411020167074,4.005605809657281
1 : 42 : 16,1 : 35 : 15,3 : 47 : 15,7 : 17 : 18,1.8187744458930901,3.905511811023622,3.4587458745874584,3.594786187971644
0 : 59 : 51,1 : 28 : 25,2 : 59 : 26,6 : 5 : 47,3.107769423558897,4.207351555136664,4.38045699424113,4.297626099239075
0 : 58 : 29,1 : 52 : 33,3 : 37 : 7,7 : 7 : 35,3.1803932744371615,3.3051976899155933,3.6201734858371073,3.676476320405379
0 : 49 : 29,1 : 29 : 26,3 : 16 : 52,6 : 34 : 21,3.7588413607275175,4.159522922102124,3.992549949204199,3.9863065804488396
0 : 39 : 05,1 : 11 : 30,2 : 23 : 54,5 : 16 : 23,4.759061833688699,5.202797202797203,5.462126476719944,4.968656166043302
0 : 27 : 14,0 : 59 : 41,2 : 9 : 7,4 : 53 : 6,6.829865361077111,6.232895839151076,6.087517748805989,5.363357215967246
0 : 47 : 23,1 : 34 : 01,3 : 16 : 44,6 : 55 : 10,3.9254308828702076,3.9567452579329907,3.9952558454761102,3.786431152147731
0 : 43 : 58,1 : 25 : 43,3 : 24 : 58,6 : 59 : 1,4.230477634571645,4.339879447793117,3.8347698812815088,3.75164074619148
0 : 38 : 48,1 : 31 : 31,3 : 12 : 59,6 : 36 : 19,4.7938144329896915,4.064833363686032,4.072890577770101,3.9665250851591742
0 : 34 : 04,1 : 14 : 19,2 : 53 : 35,5 : 37 : 40,5.459882583170254,5.0056066382596995,4.528084493518962,4.655478775913129
1 : 04 : 30,1 : 05 : 45,2 : 20 : 54,5 : 19 : 19,2.8837209302325584,5.657794676806083,5.578424414478353,4.923012683334203
0 : 38 : 30,1 : 18 : 01,3 : 1 : 42,6 : 19 : 21,4.831168831168831,4.768211920529801,4.325811777655476,4.143930407275603
0 : 51 : 49,1 : 31 : 10,3 : 10 : 16,6 : 55 : 25,3.5895786426503697,4.0804387568555756,4.1310441485634195,3.784152457372116
0 : 37 : 50,1 : 32 : 25,4 : 5 : 32,7 : 6 : 54,4.916299559471365,4.025247971145176,3.2011946782514253,3.682361208713985
0 : 34 : 14,1 : 06 : 32,2 : 20 : 14,5 : 5 : 54,5.43330087633885,5.59118236472946,5.604944140717851,5.138934292252371
0 : 27 : 51,1 : 00 : 04,2 : 11 : 55,5 : 8 : 21,6.6786355475763015,6.193118756936737,5.9583070120025265,5.098102805253769
0 : 36 : 49,1 : 02 : 17,2 : 28 : 21,4 : 46 : 34,5.052059755545495,5.972705378645973,5.298281092012134,5.485634523671048
1 : 09 : 03,1 : 21 : 57,3 : 54 : 38,7 : 10 : 4,2.6937002172338884,4.539353264185479,3.34990765733769,3.6552472484886067
0 : 29 : 09,1 : 21 : 57,2 : 2 : 39,7 : 10 : 5,6.380789022298457,4.539353264185479,6.408479412963717,3.655105599689983
0 : 47 : 45,1 : 15 : 01,2 : 34 : 52,5 : 32 : 9,3.895287958115184,4.95889802266163,5.075333620318553,4.732801445130213
1 : 19 : 05,2 : 26 : 27,4 : 8 : 1,7 : 31 : 4,2.3519494204425713,2.540116080573575,3.1691418587460514,3.4850724209281703
0 : 26 : 34,1 : 05 : 00,2 : 13 : 37,3 : 49 : 11,7.001254705144292,5.723076923076924,5.882499688162654,6.859137517271471
1 : 21 : 15,2 : 04 : 05,3 : 46 : 22,6 : 52 : 59,2.289230769230769,2.99798522498321,3.4722426741275214,3.8064490092416965
0 : 25 : 04,0 : 51 : 06,1 : 50 : 14,3 : 54 : 24,7.420212765957448,7.279843444227006,7.130329603870577,6.706484641638225
0 : 52 : 41,1 : 47 : 42,3 : 32 : 31,7 : 10 : 32,3.5305283138247394,3.4540389972144845,3.698533448356991,3.6512852276246512
0 : 24 : 29,0 : 53 : 01,2 : 5 : 3,4 : 49 : 42,7.597004765146358,7.016661427224143,6.285485805677729,5.426303072143597
0 : 44 : 57,1 : 01 : 52,2 : 9 : 1,4 : 27 : 36,4.137931034482758,6.012931034482759,6.092236145200877,5.874439461883408
0 : 29 : 50,1 : 02 : 29,2 : 14 : 55,5 : 50 : 3,6.23463687150838,5.953587623366231,5.825818406423719,4.490787030424225
0 : 38 : 27,1 : 12 : 13,2 : 40 : 25,5 : 34 : 49,4.837451235370611,5.151165474267251,4.89974025974026,4.695106774851909
0 : 55 : 52,1 : 27 : 40,3 : 17 : 57,6 : 7 : 27,3.3293556085918854,4.243346007604562,3.9706996716342515,4.278133079330521
0 : 38 : 55,1 : 16 : 36,3 : 13 : 29,6 : 42 : 32,4.779443254817988,4.856396866840732,4.062365406150401,3.905266644584299
0 : 38 : 55,1 : 16 : 37,3 : 13 : 25,6 : 42 : 32,4.779443254817988,4.855340439417011,4.063765618267988,3.905266644584299
0 : 44 : 45,1 : 19 : 59,3 : 20 : 21,5 : 21 : 34,4.156424581005586,4.6509689518649715,3.923134514599451,4.8885663936975225
0 : 29 : 52,0 : 59 : 52,2 : 5 : 36,4 : 35 : 39,6.227678571428572,6.213808463251671,6.25796178343949,5.702884092145838
1 : 00 : 39,1 : 40 : 44,3 : 29 : 57,7 : 17 : 16,3.0667765869744437,3.692918596955659,3.7437485115503693,3.595060222594908
0 : 35 : 47,1 : 17 : 39,3 : 16 : 49,6 : 33 : 24,5.19795062878435,4.7907276239536385,3.993564230671522,3.9959328927300457
0 : 41 : 33,1 : 38 : 35,3 : 18 : 20,5 : 56 : 26,4.4765342960288805,3.773457311918851,3.9630252100840333,4.410361919012438
0 : 43 : 18,1 : 38 : 33,3 : 40 : 52,7 : 22 : 16,4.295612009237876,3.7747336377473366,3.5587081195291272,3.554416641543564
1 : 03 : 28,2 : 05 : 37,3 : 27 : 55,6 : 17 : 15,2.9306722689075633,2.9613904736632612,3.780360721442886,4.166998011928429
0 : 20 : 23,0 : 43 : 37,1 : 33 : 57,3 : 28 : 59,9.12510220768602,8.528849828047383,8.366152208621607,7.522130951431534
0 : 38 : 23,1 : 07 : 11,2 : 27 : 42,4 : 48 : 38,4.845853234910986,5.537087571322252,5.321597833446175,5.446356392193094
0 : 26 : 53,0 : 54 : 50,2 : 3 : 6,4 : 31 : 33,6.918784872907626,6.784194528875379,6.385052802599512,5.7889891364389605
0 : 55 : 12,1 : 31 : 29,3 : 24 : 38,6 : 8 : 19,3.369565217391304,4.06631444707597,3.8410164521909107,4.268066428345174
0 : 40 : 58,1 : 18 : 42,2 : 47 : 20,5 : 20 : 52,4.540276647681042,4.726810673443456,4.697211155378485,4.899231248701433
